conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,Unnamed: 0
1752342309428215957,Tue Jan 30 17:58:35 +0000 2024,0,@vwexcellent @arungbudoyo Lha hubungane apa Do karo zonasi sekolah ?,1752390870186500124,,vwexcellent,in,"Jailolo, Maluku Utara",0,1,0,https://x.com/MakmummKhilafah/status/1752390870186500124,285773155,MakmummKhilafah,
1752237596024156628,Tue Jan 30 17:44:17 +0000 2024,0,@itsaliyabbe @fa_fave @ontajenius PPDB 2019 ada 3 jalur zonasi prestasi mutasi. Saya kurang tahu passing grade SMAN 3 di tahun 2019 berapa. Tapi sepertinya sudah diperhitungkan kalau dengan nilai segitu akan sulit masuk lewat jalur prestasi. Makanya masuk lewat jalur mutasi.,1752387271431729435,,betteraliya,in,,0,1,0,https://x.com/ViNNaRa1928/status/1752387271431729435,279006326,ViNNaRa1928,
1752237596024156628,Tue Jan 30 17:36:34 +0000 2024,0,@fa_fave @ViNNaRa1928 @ontajenius Karena sistemnya zonasi jadi ditentuin dr jarak rumah-sekolah kalau ga salah batasnya 2km,1752385328013529584,,fa_fave,in,,0,2,0,https://x.com/betteraliya/status/1752385328013529584,1460542389093748739,betteraliya,
1752370614235763193,Tue Jan 30 17:22:11 +0000 2024,0,@todayis_gloomin Sorry ikut nimbrung tapi gw ada cerita soal masalah zonasi ini. Di Magelang aja gw udh ngeliat 3 SMPN tutup gara² kekurangan murid akibat zonasi. Soalnya lokasi SMPN itu ada di perkampungan yg kemungkinan KK nya ga lebih dari 100++. Ya alhasil sekolah jadi kekurangan murid,1752381709713395819,,alief_iksan,in,Indonesia,0,0,0,https://x.com/alief_iksan/status/1752381709713395819,1202078518647181312,alief_iksan,
1752237596024156628,Tue Jan 30 17:22:01 +0000 2024,25,@ontajenius Biar clear beliau pakai jalur mutasi bukan zonasi. PPDB 2019 merujuk pada Permendikbud 51/2018 juknisnya pakai Pergub 16/2019. Pergub ini diTTD RK 2 bulan sebelum PPDB. Di Permen mutasi untuk siswa berdomisili di luar zonasi sekolah. Di Pergub pasal mutasi dibuat abu2. https://t.co/mnilpV2nzY,1752381667262820407,https://pbs.twimg.com/media/GFG1vqTa4AAo7UW.jpg,ontajenius,in,,2,1,5,https://x.com/ViNNaRa1928/status/1752381667262820407,279006326,ViNNaRa1928,
1752370614235763193,Tue Jan 30 17:19:09 +0000 2024,1,@todayis_gloomin Loh? Justru zonasi itu adalah cara pemerintah lepas tangan dari kewajiban pemerintah sekolah ,1752380943632060908,,todayis_gloomin,in,Indonesia,1,2,0,https://x.com/alief_iksan/status/1752380943632060908,1202078518647181312,alief_iksan,
1752237596024156628,Tue Jan 30 17:12:53 +0000 2024,0,@ontajenius kl zonasi (dulunya dalam/luar kota) itu emg udah jadi penyakit sejak dulu 13+ taun yg lalu &amp; itu menyeluruh. dulu parameternya dalam/luar kota skrg parameternya jarak. dan prakteknya jg sama ngkalin pindah KK zonasi itu cm ganti sampul tp isinya tetep sama. itulah problemnya,1752379365776863661,,ontajenius,in,,0,0,0,https://x.com/mikee135/status/1752379365776863661,3265387356,mikee135,
1752260518872756304,Tue Jan 30 16:49:14 +0000 2024,0,@NarasiNewsroom Negara salah urus. Nadiem ini gagal sudah sejak lama sejak gagalnya zonasi lembaga pendidikan mau dibuat kayak corporate swasta. Kok bisa gk ditendang dari kabinet ya?,1752373415791776139,,NarasiNewsroom,in,Pluto,0,0,0,https://x.com/parisvarisfaris/status/1752373415791776139,1156562740573396992,parisvarisfaris,
1752237596024156628,Tue Jan 30 16:43:57 +0000 2024,9,@rubyleave @ontajenius Iya eh. Inget dulu pas zonasi baru awal². Si bp ini crita klau anaknya yg cewe nangis² gk bs masuk negri trus sm si bp ini di masukin swasta bilangnya gpp kalau gk masuk negri. Jd kaget jg kok malah masuk negri,1752372087191380126,,rubyleave,in,,0,2,0,https://x.com/keik_coco/status/1752372087191380126,1671724735145865216,keik_coco,
1752370614235763193,Tue Jan 30 16:38:06 +0000 2024,1,Agak out of topic but. Menurut gw zonasi sebenenya dah bagus. Tpi sayang ga dibarengin sama pemerataan. Lu ngarepin semua orang tua buat masuk sekolah terdekat dari tempat tinggal mereka tapi sekolah yg lebih jauh lebih bagus. Ya ujung2nya juga bakalan diakalin,1752370614235763193,,,in,he/him,0,2,2,https://x.com/todayis_gloomin/status/1752370614235763193,1670034548,todayis_gloomin,
1752237596024156628,Tue Jan 30 16:30:58 +0000 2024,0,@ontajenius Maag kebanyakan adu bacot sama zionist aku liat zonasi bacanya malah zionist ,1752368818712957077,,ontajenius,in,Pluto,0,0,0,https://x.com/naurspov/status/1752368818712957077,538133022,naurspov,
1752237596024156628,Tue Jan 30 16:23:53 +0000 2024,0,@memiii_____ @hanseojukyung @ontajenius Sebenernya udh dari anak yg pertama juga kak. Pertama kali zonasi itu pas anak pertamanya mau masuk sma,1752367035676602606,,memiii_____,in,,0,0,0,https://x.com/bae_lea000/status/1752367035676602606,1404765908627644421,bae_lea000,
1752237596024156628,Tue Jan 30 16:13:13 +0000 2024,0,@ontajenius Ohh beliau ini ngakalin zonasi juga,1752364350193729556,,ontajenius,in,,0,0,0,https://x.com/bayuskak77/status/1752364350193729556,1425579013,bayuskak77,
1752237596024156628,Tue Jan 30 16:10:40 +0000 2024,0,@gg_gemiing @ontajenius Valid soalnya dibawah aku setahun itu. Karena sebelumnya masuk sma di bdg pake nilai un dan sman 3 bdg tertinggi. Kalo pake nilai un tahun lalu dia ga masuk. Itu pertama kalinya zonasi di berlakukan.,1752363710394622068,,gg_gemiing,in,,0,0,0,https://x.com/bae_lea000/status/1752363710394622068,1404765908627644421,bae_lea000,
1752358621940449627,Tue Jan 30 16:00:49 +0000 2024,0,Mana alm anak nya dari smp dh ke sma 3 lagi itu dia rumah di cigadung yang gak satu zonasi sama 3 loh????????? Itu pame KK yang mana w tanya????,1752361229627396561,,princesjenolee,in,dream ㅡ 젠프,0,0,0,https://x.com/princesjenolee/status/1752361229627396561,813357884146782208,princesjenolee,
1752360590138655196,Tue Jan 30 15:58:16 +0000 2024,0,Aku sangat berharap untuk periode yang baru tahun ini tolong dong jalur zonasi dihapus aja! Ngajarin anak ga baik kalau sampai nyelundupin nama anak di kk orang lain tuh.,1752360590138655196,,,in,💎,0,0,0,https://x.com/kukyeomi/status/1752360590138655196,1069270935604097024,kukyeomi,
1752237596024156628,Tue Jan 30 15:54:34 +0000 2024,0,@ontajenius Ari Singapur Zonasi teu? ,1752359658315296980,,ontajenius,in,Bandung,0,0,0,https://x.com/odzanshinbe/status/1752359658315296980,123484718,odzanshinbe,
1752355725723292033,Tue Jan 30 15:52:55 +0000 2024,0,@gantiduluelah Zonasi ini kalo di dki bermula dari kebijakan ahok. Beruntung saya pas lulus smp gubernurnya masih pak jokowi jadi kebijakan ini gaada. Mao KK ujung kulon juga bisa daftar di sma jakarta wkwk,1752359245025312850,,beabecekut,in,"Bekasi, Jawa Barat",0,0,0,https://x.com/Ferdians_syah/status/1752359245025312850,357544854,Ferdians_syah,
1752237596024156628,Tue Jan 30 15:49:28 +0000 2024,0,@ontajenius Sistem zonasi ini katanya semua sekolah sama aja tapi anak sendiri ttp dimasukin ke sekolah favorit wkwk,1752358373356630425,,ontajenius,in,,0,0,0,https://x.com/eveannd/status/1752358373356630425,1346654031498735618,eveannd,
1752237596024156628,Tue Jan 30 15:47:17 +0000 2024,6,@ontajenius bnyk tetangga ipar w jadi terpaksa sklh swasta karena ga msk negeri meskipun rumah deket ke sekolah negeri (banyak yg nyogok pengen masuk negeri). padahal mereka yg masuk swasta ini ekonominya dibawah. mana ada zonasi utk menghilangkan pungli yg ada bikin org susah makin susah,1752357824888471975,,ontajenius,in,,0,0,0,https://x.com/povastri/status/1752357824888471975,1504844784309248003,povastri,
1752237596024156628,Tue Jan 30 14:54:52 +0000 2024,189,@ontajenius Kalau akang lebih suka jalur nilai UN daripada akal-akalin aturan zonasi silakan saja... #sugantehprinter,1752344632980287551,,ontajenius,in,,2,13,2,https://x.com/sporttiaphari/status/1752344632980287551,1342509075263733761,sporttiaphari,
1752344533415890967,Tue Jan 30 14:54:28 +0000 2024,1,Kalau akang lebih suka jalur nilai UN daripada akal-akalin aturan zonasi silakan saja... #sugantehprinter,1752344533415890967,,,in,,0,1,0,https://x.com/sporttiaphari/status/1752344533415890967,1342509075263733761,sporttiaphari,
1752237596024156628,Tue Jan 30 14:53:15 +0000 2024,0,@snorcturnal @ontajenius tp sebagai pengguna zonasi yg gaketerima 5: ,1752344225642086450,,snorcturnal,in,,0,0,0,https://x.com/akzara__/status/1752344225642086450,731452779311431685,akzara__,
1752237596024156628,Tue Jan 30 14:40:03 +0000 2024,11,@hanseojukyung @ontajenius Singkatnya dia mindahin domisilinya ke deket SMA yang jadi incaran buat nyekolahin anaknya. Kalo ga salah pakai jalur perpindahan tugas orang tua. Makanya anaknya bisa lolos zonasi dengan ngakalin domisili kartu keluarga. Sekarang anaknya udah masuk ITB di SAPPK seinget saya.,1752340906223812901,,hanseojukyung,in,,1,3,0,https://x.com/memiii_____/status/1752340906223812901,1116118190105317377,memiii_____,
1752328388134768822,Tue Jan 30 14:27:37 +0000 2024,0,@amrrw08 gabisa apa kuliah pake sistem zonasi se jabodetabek,1752337775616225440,,amrrw08,in,caratland,0,1,0,https://x.com/comestostar/status/1752337775616225440,1651654243894587392,comestostar,
1752237596024156628,Tue Jan 30 13:41:56 +0000 2024,40,@ontajenius Jika akang tidak suka zonasi silakan saja,1752326279075176654,,ontajenius,in,Indonesia,1,10,0,https://x.com/ihsanbiantoro/status/1752326279075176654,179429900,ihsanbiantoro,
1752302682071834963,Tue Jan 30 12:08:10 +0000 2024,0,gua bukan cina gua terpental SMAN karena korban zonasi ,1752302682071834963,,,in,,0,1,0,https://x.com/tiipzyoung/status/1752302682071834963,1727573626491383808,tiipzyoung,
1752293474244935857,Tue Jan 30 11:31:34 +0000 2024,0,Prabowo Dilaporkan ke Bawaslu Jabar Didugaan Langgar Zonasi Kampanye https://t.co/HbwXLTTRND,1752293474244935857,,,in,"Jawa Barat, Indonesia",0,0,1,https://x.com/IDNTimesJabar/status/1752293474244935857,1318853792893300737,IDNTimesJabar,
1752277023786197286,Tue Jan 30 10:26:12 +0000 2024,1,Diduga Langgar Aturan Zonasi Kampanye TPN Ganjar-Mahfud Laporkan Prabowo ke Bawaslu Jabar https://t.co/gw83i4zsc3,1752277023786197286,,,in,Indonesia,0,0,0,https://x.com/Indonesiatren_/status/1752277023786197286,1717047334843064320,Indonesiatren_,
1751970871982649665,Tue Jan 30 10:08:25 +0000 2024,0,@Yunwah kita pake sistem zonasi ,1752272548245778463,,Yunwah,in,Enchanté / For fun.. ’04,0,0,0,https://x.com/hannipamie/status/1752272548245778463,865085045790224385,hannipamie,
1752264818252464589,Tue Jan 30 10:00:51 +0000 2024,0,@emmadjwa yes rumah asli rk di cigadung kl pake zonasi mentok cuma bisa sma 1 ,1752270641745846766,,emmadjwa,in,she/they,0,1,0,https://x.com/earliersunsets/status/1752270641745846766,4328616312,earliersunsets,
1752261754565071134,Tue Jan 30 09:25:32 +0000 2024,2,Kepala BNNK Magelang Kombes Pol. Drs. Daniel Y. Katiandagho beserta Staff (Zonasi Kota Magelang dan Kabupaten Purworejo) mengucapkan : SELAMAT ULANG TAHUN KE 55 kepada Komjen. Pol. Marthinus Hukom S.I.K. https://t.co/Mb2V9msKXx. (Kepala BNN Republik Indonesia) https://t.co/QZUS3anIo7,1752261754565071134,https://pbs.twimg.com/media/GFFIxngboAAbp0-.jpg,,in,"Mertoyudan, Indonesia",0,0,0,https://x.com/infobnn_kab_mgl/status/1752261754565071134,1302791540390027264,infobnn_kab_mgl,
1752221224535798058,Tue Jan 30 08:16:03 +0000 2024,1,@ganjarpranowo japres hanya 5% dibanding zonasi yg 50% pak sedikit cerita tips dari guru saya untuk jalur zona pin zona bisa dipindahkan ke titik paling dekat dari sekolah tidak apa apa bukan dari rumah selain itu banyak yang pindah kk hanya demi masuk sekolah lewat zona adil kah?,1752244268302049676,,ruwbyjenniekim,in,,0,0,0,https://x.com/ruwbyjenniekim/status/1752244268302049676,1474938687314030593,ruwbyjenniekim,
1752221224535798058,Tue Jan 30 08:06:53 +0000 2024,0,@ganjarpranowo zonasi benar benar sampah meski begitu kuota nya paling banyak 50% yang jalur nilai rapot dan japres malah sedikit sekali kuotanya pak dibanding zonasi menurut saya tidak adil bagi yang berprestasi kalah dengan jarak rumah banyak kecurangan juga di sistem zonasi,1752241962714054989,,ruwbyjenniekim,in,,0,1,0,https://x.com/ruwbyjenniekim/status/1752241962714054989,1474938687314030593,ruwbyjenniekim,
1752241239246987471,Tue Jan 30 08:04:02 +0000 2024,10, Sesuai aturan zonasi yang diatur KPU seharusnya pada 21 Januari dan 27 Januari itu di Subang dan Majalengka merupakan jatah kampanye pasangan nomor urut 3. Namun ternyata Prabowo melakukan kampanye di luar jadwal di kedua daerah ujar anggota Direktorat Hukum dan Advokasi TPN,1752241243248382147,,Metro_TV,in,,0,0,1,https://x.com/Metro_TV/status/1752241243248382147,57261519,Metro_TV,
1752237596024156628,Tue Jan 30 07:49:32 +0000 2024,24234,Apa yang diharapkan dari orang yang dukung zonasi tapi ngakalin kartu keluarga biar anaknya bisa masuk SMA favorit di kota bandung,1752237596024156628,,,in,,893,562,4551,https://x.com/ontajenius/status/1752237596024156628,710769668,ontajenius,
1752158630961627322,Tue Jan 30 07:47:17 +0000 2024,1,@kyungstudy pakai aja analogi daftar sekolah pakai zonasi padahal ga smua sekolah di daerah itu setara. Jd apa yg harus di lakuin? ya bkin program berkeadilan buat bangun sekolah-sekolah yg tertinggal itu . Same as this untuk realisasikan sdm indo yang baik ya mulai dari yang tertinggal.,1752237031013634327,,cicakteriyaki,in,Desain Komunikasi Visual ,0,0,0,https://x.com/cicakteriyaki/status/1752237031013634327,1067311464795389953,cicakteriyaki,
1752224958858899456,Tue Jan 30 07:00:21 +0000 2024,0,Makin susah ketika sekolah elu zonasi semuanya udh bareng bestie smpnya ancrit,1752225218880536634,,apoptoothic,in,,0,0,0,https://x.com/apoptoothic/status/1752225218880536634,1539951921041395712,apoptoothic,
1751937741548666994,Tue Jan 30 06:44:51 +0000 2024,0,@besta_ @ardisatriawan Sama kayak masuk ke sekolah negeri dulu bangga bgt bisa masuk sekolah favorit. Karena sistem zonasi para ortu (tmn2 gw) lebih seneng nyekolahin di swasta drpd negeri. Belum lg isu beli bangku. Kacau bgt yah...,1752221318215549173,,besta_,in,,0,0,0,https://x.com/vy_butterfly/status/1752221318215549173,911783295729274880,vy_butterfly,
1752207504589939155,Tue Jan 30 06:09:42 +0000 2024,0,@loyovely Zonasi juga parah Kelurahanku gk punya sma Untung aku dulu gk ada ginian,1752212473883861119,,loyovely,in,JKTeyvat,0,1,0,https://x.com/Hai_Jes/status/1752212473883861119,1495898923667718144,Hai_Jes,
1752198336717992229,Tue Jan 30 05:13:32 +0000 2024,0,Ga masuk zonasi kah?,1752198336717992229,,,in,,0,0,0,https://x.com/josumett/status/1752198336717992229,1536569287091302400,josumett,
1752188978332377397,Tue Jan 30 04:36:21 +0000 2024,0,sampe sekarang masih sedih karena covid gua belum puas jadi anak smp karena covid sistem ppdb pake zonasi bikin hilang harapan buat dapetin sma unggul (gua) sampe sekarang rasanya ga terima aja gitu. jadi masa sma gua begitu flat karena terlalu fokus ambis buat ngejar ptn,1752188978332377397,,,in,dnss; rl thingy,0,0,0,https://x.com/antihatees/status/1752188978332377397,1710777969852235776,antihatees,
1752183913785798829,Tue Jan 30 04:28:18 +0000 2024,0,Orangtua muda pasti jarang yang punya rumah daerah dago dengan sistem zonasi siswa jadi tambah sepi.,1752186955646075275,,ihsansp,in,BANDUNG,0,0,0,https://x.com/ihsansp/status/1752186955646075275,69764619,ihsansp,
1752147621911904318,Tue Jan 30 02:28:42 +0000 2024,0,@kayuputihftw maklum kena zonasi daerah jd shift shift an,1752156856796238179,,kayuputihftw,in,☄,0,1,0,https://x.com/usagidesu___/status/1752156856796238179,154205416,usagidesu___,
1752151816845074529,Tue Jan 30 02:12:25 +0000 2024,0,@PNS_Ababil Kuliah pake sistem zonasi aja bisa ga?,1752152758541832192,,PNS_Ababil,in,,0,0,0,https://x.com/udapinto_/status/1752152758541832192,456016525,udapinto_,
1752126680532210144,Tue Jan 30 01:58:19 +0000 2024,0,@intoxicatae Padahal udah zonasi ya tetangga ku emaknya sendiri yg blg anaknya bodoh tp karna zonasi dia bisa masuk SMA favorit yg dulu jamanku susah bgt ditembus kalo bukan bener2 anaknya pinter ky skrg juga pada males jadi guru soalnya murid pada berani trus gaji juga g seberapa,1752149210550726691,,intoxicatae,in,,0,1,0,https://x.com/siame14_/status/1752149210550726691,181857602,siame14_,
1751525587909484724,Tue Jan 30 01:42:39 +0000 2024,0,@lonabelajar @gamauiri @kafir_introvert Kau tau mereka putus sekolah karena apa? Banyak alasan salah satu nya zonasi terus pergaulan mereka yg salah sama terkadang banyak anak yg males mikir jadinya ya gitu ga mau lanjut sekolah. Padahal org tuanya dah ngebujuk n mampu menyekolahkan tp anaknya ga mau sekolah,1752145267405840521,,lonabelajar,in,,0,0,0,https://x.com/loss_gak_rewel/status/1752145267405840521,1081484340452777984,loss_gak_rewel,
1752135944952807483,Tue Jan 30 01:05:37 +0000 2024,2,Setelah UKT Zonasi PTN BH PT Negeri narikin Banyak Anak swasta berduit PT Swasta top pada nadahin Anak swasta/negeri berduit yg Gak berhasil masuk PTN Anak swasta/negeri kere Karena yang kuliah swasta dan negeri Sama Mahal akhirnya mau Gak mau kuliah di kampus ruko,1752135947100307807,,ardi_tama1,in,,0,0,1,https://x.com/ardi_tama1/status/1752135947100307807,382641814,ardi_tama1,
1752135944952807483,Tue Jan 30 01:05:37 +0000 2024,7,Nah ini ceritanya Gini sebelum cerita UKT zonasi dan PTN BH General rulenya Anak swasta kuliah di swasta Anak negeri kuliah di negeri dengan pengecualian beberapa jurusan kayak FK contohnya,1752135944952807483,,,in,,0,1,1,https://x.com/ardi_tama1/status/1752135944952807483,382641814,ardi_tama1,
1752131106416296102,Tue Jan 30 00:46:23 +0000 2024,2,kacau sabrina tegal pride! WELL EDUCATED SINCE she s spentu &amp; smansa (non zonasi) . ilmu padiii ️,1752131106416296102,,,in,Indonesia,1,1,0,https://x.com/yaelahte/status/1752131106416296102,1724809112205266944,yaelahte,
1751944338362540349,Mon Jan 29 17:18:18 +0000 2024,0,@LH040305 jalur zonasi paling masuk akal,1752018343106957393,,lh_ldh,in,"Jakarta Pusat, DKI Jakarta",0,1,0,https://x.com/miistudzz/status/1752018343106957393,1561000288034574337,miistudzz,
1751803631878500837,Mon Jan 29 16:54:51 +0000 2024,0,@mardiasih Mbak Kalis pertanyaan nya keren banget detail. Aku yang sebagai pengajar gak kebayang pertanyaan begitu . Tapi izin Mba adakah tadi yg bertanya tentang sistem zonasi?,1752012443268825279,,mardiasih,in,Indo,0,0,0,https://x.com/aauliaa13/status/1752012443268825279,237275937,aauliaa13,
1751810581404000587,Mon Jan 29 15:36:57 +0000 2024,0,@gajahpolkadot @Homo_sapiens21 Ditambah lagi skrg kurikulum merdeka zonasi jalur Mandiri (duit) yg.meniadakan.unsur kompetitif....yg trjadi malah standar passing grade diturunkan mutu pendidikan diturunkan. Pemerataan kebodohan,1751992839243002282,,gajahpolkadot,in,,0,0,0,https://x.com/vernandozz/status/1751992839243002282,138631288,vernandozz,
1751978089721237819,Mon Jan 29 14:38:21 +0000 2024,0,kalau gue jadi presiden INTROvErT INIMAH JARAK SEKOLAHNYA DEKET DEKET MULU BAHKAN AMPE KULIAH ya gimana ya apa apa gue ngandelin zonasi wkwkwk,1751978089721237819,,,in,DO NOT FOLLOW,0,0,0,https://x.com/seulsbian/status/1751978089721237819,1726989156365246464,seulsbian,
1751944351310295052,Mon Jan 29 12:24:17 +0000 2024,0,Ga masuk zonasi wkwk,1751944351310295052,,,in,99z. infp-t,0,0,0,https://x.com/aygichijeu/status/1751944351310295052,2665192670,aygichijeu,
1751921168234549692,Mon Jan 29 12:14:57 +0000 2024,0,@easterli1y_ Wkwk aku dl jga gratis kak masuk jalur zonasi ,1751942004098134110,,easterli1y_,in,,0,0,0,https://x.com/sfs_najaegf/status/1751942004098134110,1258208240191467520,sfs_najaegf,
1751919270899142939,Mon Jan 29 11:37:37 +0000 2024,0,@mohmahfudmd Setuju sekali prof.. mengingat daerah saya kampung padat penduduk yg rata2 ibu2/emak2 bekerja tak kenal waktu (pendapatan kecil) sehingga rata2 sering mengabaikan pendidikan anak.. apalagi daerah saya zona hitam (PPDB zonasi) banyak anak putus sekolah prof..,1751932605610815983,,mohmahfudmd,in,"Kota Surabaya, Jawa Timur",0,0,0,https://x.com/aj13l1ta/status/1751932605610815983,2935826119,aj13l1ta,
1751924941912736051,Mon Jan 29 11:09:15 +0000 2024,1,Rasanya kamu berada digenggaman namun ternyata hanya pada bayangan saja. Baiklah jika memang garis finish kita tidak selaras. Bisa saja memang perlintasan kita berbeda. Bahkan bisa saja lintasannya sama namun kau mengharapkan rekan yang lainnya. Selamat berlomba dengan lintasanmu,1751925466724962437,,shintabanuarti_,in,,0,0,0,https://x.com/shintabanuarti_/status/1751925466724962437,1156014244078313473,shintabanuarti_,
1751924941912736051,Mon Jan 29 11:07:10 +0000 2024,1,Sebenarnya belum sampai dimulai masih aba-aba persiapan. Tapi mengapa rasa ini telah melaju dalam lintasan perjalanan. Payah ternyata sebenarnya aku terlalu gesit memulai sendirian. Dia bahkan memilih menjauhi garis lintasan. Sungguh aku seolah telah berlari beriringan.,1751924941912736051,,,in,,0,1,0,https://x.com/shintabanuarti_/status/1751924941912736051,1156014244078313473,shintabanuarti_,
1751572392563060799,Mon Jan 29 09:30:09 +0000 2024,0,@aristoughteles Lah yg mke sistem zonasi gmna,1751900528349688088,,aristoughteles,in,,0,0,0,https://x.com/whoskan/status/1751900528349688088,1473296798177325057,whoskan,
1751883747014934653,Mon Jan 29 08:23:47 +0000 2024,0,lesgaur beat allegations zonasi beban sekolah,1751883828455760044,,iyanskem,in,gmt +7,0,0,0,https://x.com/iyanskem/status/1751883828455760044,1436177539244781582,iyanskem,
